protocol,networkID,group,radio,priority,override,hits,timestamp,radio alias
P25,BEE00.2D1,-2,2039815,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Taree Portable 8
P25,BEE00.2D1,-2,2035390,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Tweed Portable 1
P25,BEE00.2D1,-2,2038693,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Tweed Portable 10
P25,BEE00.2D1,-2,2038641,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Tweed Portable 2
P25,BEE00.2D1,-2,2038648,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Tweed Portable 3
P25,BEE00.2D1,-2,2038649,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Tweed Portable 4
P25,BEE00.2D1,-2,2038650,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Tweed Portable 5
P25,BEE00.2D1,-2,2038642,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Tweed Portable 6
P25,BEE00.2D1,-2,2038651,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Tweed Portable 7
P25,BEE00.2D1,-2,2038643,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Tweed Portable 8
P25,BEE00.2D1,-2,2038692,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Tweed Portable 9
P25,BEE00.2D1,-2,2038313,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - OCV Portable 1
P25,BEE00.2D1,-2,2038314,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - OCV Portable 2
P25,BEE00.2D1,-2,2038315,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - OCV Portable 3
P25,BEE00.2D1,-2,2038316,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - OCV Portable 4
P25,BEE00.2D1,-2,2038318,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - OCV Portable 5
P25,BEE00.2D1,-2,2038320,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - OCV Portable 6
P25,BEE00.2D1,-2,2035395,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Wagga Wagga Portable 1
P25,BEE00.2D1,-2,2038300,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Wagga Wagga Portable 2
P25,BEE00.2D1,-2,2038662,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Wagga Wagga Portable 3
P25,BEE00.2D1,-2,2039771,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Wagga Wagga Portable 4
P25,BEE00.2D1,-2,2038679,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Wagga Wagga Portable 5
P25,BEE00.2D1,-2,2038686,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Wagga Wagga Portable 6
P25,BEE00.2D1,-2,2038687,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Wagga Wagga Portable 7
P25,BEE00.2D1,-2,2038680,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Wagga Wagga Portable 8
P25,BEE00.2D1,-2,2035388,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Wollongong Portable 1
P25,BEE00.2D1,-2,2038321,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Wollongong Portable 2
P25,BEE00.2D1,-2,2038323,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Wollongong Portable 3
P25,BEE00.2D1,-2,2038324,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Wollongong Portable 4
P25,BEE00.2D1,-2,2038327,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Wollongong Portable 5
P25,BEE00.2D1,-2,2038330,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - Wollongong Portable 6
P25,BEE00.2D1,-2,2038488,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - East Operations Manager Portable 1
P25,BEE00.2D1,-2,2039877,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - East Operations Manager Portable 2
P25,BEE00.2D1,-2,2035376,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - North Operations Manager Portable 1
P25,BEE00.2D1,-2,2039875,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - North Operations Manager Portable 2
P25,BEE00.2D1,-2,2035389,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - South Operations Manager Portable 1
P25,BEE00.2D1,-2,2039876,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - South Operations Manager Portable 2
P25,BEE00.2D1,-2,2038311,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - State Rescue Group Operations Manager Portable 1
P25,BEE00.2D1,-2,2039879,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - State Rescue Group Operations Manager Portable 2
P25,BEE00.2D1,-2,2035371,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - West Operations Manager Portable 1
P25,BEE00.2D1,-2,2039878,50,Normal,0,0000/00/00  0:00,VRA Rescue NSW - West Operations Manager Portable 2
